nombre,deporte,edad,peso_kg,altura_cm,frecuencia_cardiaca_bpm,horas_entrenamiento_semana,rendimiento_score,posicion
Nicolás Reyes,Tenis,31.12930135557873,63.5,180.0,90.0,16.2,6.94,CICLISTA
Marcela Varela,Atletismo,36.0,61.8,175.0,58.0,21.9,9.61,corredor
Verónica Aguilar,Natación,26.0,91.9,194.0,84.0,7.3,9.19,mediocampista
Mónica Ortega,Ciclismo,28.0,104.7,201.0,87.0,6.7,5.24,Atacante
Héctor Suárez,Tenis,36.0,101.6,195.0,70.0,8.6,5.37,Ciclista
Pedro Rodríguez,Voleibol,32.0,57.3,179.0,90.0,15.2,5.73,Atacante
Camila Díaz,Boxeo,28.0,65.3,201.0,72.0,24.8,8.63,
Carolina Ríos,Tenis,20.0,89.3,183.0,62.0,20.2,6.39,
Roberto Castillo,Natación,27.0,63.1,190.0,66.0,18.7,4.51,MEDIOCAMPISTA
Daniela Vargas,Natación,41.0,92.9,202.0,81.0,4.6,3.87,Mediocampista
Matías Silva,Rugby,20.0,60.0,195.0,53.0,4.2,1.48,delantero
Paola Romero,Fútbol,39.0,58.0,165.0,69.50026329647183,18.3,3.61,defensa 
Ricardo Álvarez,Natación,43.0,88.0,162.0,63.0,14.5,9.48,delantero 
Verónica Aguilar,Tenis,22.0,74.6,162.0,65.0,11.4,3.43,delantero 
Isabella Castro,Natación,26.0,91.5,193.0,77.0,13.2,3.89,
Claudia Herrera,Baloncesto,31.12930135557873,102.8,178.0,63.0,7.3,5.61,corredor
Enrique Valenzuela,Natación,19.0,59.7,176.0,68.0,12.7,1.67,Atacante
Gonzalo Fuentes,Atletismo,19.0,91.5,183.0,77.0,24.8,4.51,Defensa
Matías Silva,Baloncesto,42.0,84.6,173.0,89.0,3.5,9.6,portero
Diego Torres,Voleibol,21.0,86.6,179.5617088607595,69.0,19.3,7.5,atacante
Andrés Flores,Natación,20.0,103.9,169.0,87.0,21.5,4.57,NADADOR
Luis Parra,Rugby,29.0,99.9,173.0,78.0,12.7,9.04,DELANTERO
Alicia Campos,Atletismo,38.0,59.1,200.0,69.0,6.9,15.0,Mediocampista
Francisca Lagos,Tenis,23.0,73.1,201.0,300.0,19.6,6.58,PORTERO
Patricio Bravo,Fútbol,37.0,93.7,182.0,66.0,12.1,3.38,atacante
Pedro Rodríguez,Ciclismo,29.0,98.9,197.0,66.0,9.0,6.74,
Sofía Hernández,Ciclismo,33.0,96.0,164.0,77.0,10.8,3.88,Defensa
Claudia Herrera,Natación,29.0,64.3,169.0,71.0,17.5,6.71,delantero 
Ignacio Peña,Boxeo,32.0,95.1,191.0,46.0,18.8,4.61,atacante
Fernanda Jiménez,Voleibol,19.0,102.9,175.0,62.0,18.7,8.92,Portero
Pilar Contreras,Natación,31.0,101.8,193.0,85.0,4.1,4.91,Delantero
María González,Tenis,28.0,92.8,198.0,51.0,8.4,9.61,delantero 
Cristian Medina,Tenis,18.0,56.7,164.0,300.0,19.5,3.24,delantero
César Sepúlveda,Atletismo,33.0,93.6,180.0,57.0,8.6,8.87,atacante
Carlos Pérez,Fútbol,40.0,67.6,179.5617088607595,50.0,16.8,9.4,Atacante
Marcela Varela,Voleibol,42.0,92.7,181.0,48.0,7.4,4.98,ciclista
Eduardo Soto,Fútbol,20.0,81.3,179.5617088607595,56.0,12.8,2.0,
Camila Díaz,Tenis,16.0,100.0,175.0,78.0,19.5,9.69,Portero
Ignacio Peña,Voleibol,45.0,77.1,162.0,81.0,23.7,3.7,Portero
Sofía Hernández,Voleibol,18.0,102.6,173.0,90.0,22.4,6.67,PORTERO
Héctor Suárez,Tenis,31.12930135557873,93.3,189.0,87.0,21.8,2.6,Ciclista
Pilar Contreras,Ciclismo,45.0,79.7,163.0,86.0,7.3,2.91,ciclista
Lorena Mendoza,Baloncesto,35.0,71.9,172.0,80.0,20.2,8.88,portero
Carlos Pérez,Tenis,39.0,88.6,177.0,64.0,14.7,6.54,
Lorena Mendoza,Atletismo,28.0,82.8,160.0,68.0,23.0,3.61,Defensa
Patricia Ramos,Fútbol,38.0,101.0,179.5617088607595,62.0,18.1,7.69,atacante
Daniela Vargas,Atletismo,24.0,59.2,167.0,89.0,14.4,8.87,Delantero
Catalina Mora,Atletismo,16.0,94.8,184.0,80.0,17.1,3.7,Corredor
Lorena Mendoza,Tenis,3.0,79.6,202.0,62.0,8.4,6.29,PORTERO
Patricio Bravo,Atletismo,41.0,67.7,163.0,60.0,13.5,4.83,portero
Claudia Herrera,Rugby,21.0,62.6,165.0,58.0,23.0,3.98,
Ricardo Álvarez,Baloncesto,33.0,57.7,176.0,52.0,20.3,6.18,ciclista
María González,Ciclismo,43.0,85.0,179.0,81.0,8.1,5.87,
Daniela Vargas,Rugby,42.0,68.9,178.0,51.0,21.3,8.9,Ciclista
Rodrigo Sandoval,Natación,28.0,64.2,200.0,73.0,5.7,8.14,MEDIOCAMPISTA
Sebastián Rojas,Tenis,41.0,59.3,160.0,89.0,19.3,1.67,
Catalina Mora,Voleibol,24.0,70.9,165.0,83.0,3.2,7.63,
Héctor Suárez,Fútbol,3.0,74.4,183.0,72.0,6.1,9.64,ciclista
Valentina Ramírez,Natación,42.0,91.1,173.0,51.0,13.1,4.08,CICLISTA
Andrés Flores,Fútbol,18.0,78.8,197.0,49.0,16.8,8.43,Ciclista
Camila Díaz,Fútbol,28.0,65.8,165.0,53.0,9.6,3.59,Delantero
Andrés Flores,Natación,43.0,70.2,191.0,63.0,14.7,5.36,CICLISTA
Valentina Ramírez,Rugby,23.0,85.0,184.0,71.0,24.6,1.85,PORTERO
Lorena Mendoza,Tenis,28.0,82.9,180.0,71.0,12.7,5.48,Mediocampista
Carolina Ríos,Ciclismo,21.0,102.3,175.0,51.0,9.3,9.45,Portero
Camila Díaz,Ciclismo,28.0,97.7,189.0,55.0,10.8,6.47,Defensa
Mónica Ortega,Voleibol,35.0,94.2,167.0,51.0,22.9,1.93,ciclista
Cristian Medina,Voleibol,26.0,76.8,202.0,350.0,22.9,6.91,Atacante
Héctor Suárez,Baloncesto,40.0,57.1,175.0,10.0,22.2,3.41,DELANTERO
Enrique Valenzuela,Ciclismo,25.0,82.0,197.0,69.50026329647183,19.0,1.91,DELANTERO
Verónica Aguilar,Tenis,20.0,56.4,201.0,62.0,20.0,2.91,
Lorena Mendoza,Boxeo,41.0,79.3,199.0,80.0,19.7,1.03,defensa 
Daniela Vargas,Rugby,23.0,68.2,188.0,89.0,7.2,2.08,mediocampista
Ignacio Peña,Boxeo,35.0,76.5,162.0,79.0,13.1,6.75,CORREDOR
Marcela Varela,Fútbol,25.0,72.6,182.0,88.0,3.4,4.39,Ciclista
Marisol Figueroa,Voleibol,41.0,63.8,172.0,72.0,23.6,5.26,mediocampista
Ignacio Peña,Boxeo,31.12930135557873,83.5,200.0,65.0,16.6,7.83,
Natalia Cruz,Tenis,18.0,79.8,192.0,73.0,4.5,6.02,portero
Carolina Ríos,Natación,35.0,91.0,160.0,62.0,9.1,1.46,Portero
Enrique Valenzuela,Rugby,18.0,100.4,202.0,89.0,17.7,8.05,Defensa
Cristian Medina,Natación,44.0,55.3,191.0,90.0,24.9,9.38,atacante
Luis Parra,Voleibol,41.0,68.7,189.0,52.0,24.8,4.97,DEFENSA
Alicia Campos,Ciclismo,45.0,100.9,198.0,69.50026329647183,12.4,5.52,portero
Daniela Vargas,Tenis,42.0,70.9,168.0,51.0,14.3,4.98,defensa
Alejandro Núñez,Natación,36.0,94.3,192.0,88.0,8.7,4.79,Defensa
Eduardo Soto,Ciclismo,23.0,86.7,179.0,57.0,20.2,6.48,
Roberto Castillo,Boxeo,28.0,80.5,181.0,76.0,17.0,9.05,Nadador
Ricardo Álvarez,Voleibol,30.0,76.3,168.0,48.0,4.3,5.43,DEFENSA
Mauricio Vega,Natación,34.0,103.6,179.5617088607595,69.50026329647183,13.4,7.44,delantero 
Luis Parra,Fútbol,20.0,88.2,167.0,66.0,9.7,6.24,
Patricio Bravo,Baloncesto,16.0,83.8,192.0,75.0,9.9,1.53,NADADOR
Tomás Gutiérrez,Tenis,33.0,80.1,188.0,66.0,4.7,7.07,mediocampista
Daniela Vargas,Voleibol,35.0,87.7,199.0,64.0,4.0,4.83,mediocampista
Manuel Leal,Ciclismo,25.0,67.9,183.0,60.0,18.5,3.04,
Carlos Pérez,Fútbol,21.0,67.7,186.0,73.0,15.2,4.58,PORTERO
Rodrigo Sandoval,Tenis,26.0,95.2,159.0,55.0,22.1,2.35,DELANTERO
Camila Díaz,Ciclismo,27.0,83.9,177.0,86.0,13.8,1.18,PORTERO
Patricio Bravo,Natación,20.0,69.2,191.0,82.0,9.0,6.45,delantero 
Pilar Contreras,Natación,29.0,66.0,161.0,55.0,4.4,9.74,
Catalina Mora,Fútbol,33.0,68.7,180.0,79.0,18.4,2.55,Atacante
Juan López,Tenis,38.0,78.4,195.0,90.0,24.4,5.1,Defensa
Diego Torres,Voleibol,200.0,94.1,160.0,70.0,20.4,3.61,delantero
Ricardo Álvarez,Voleibol,43.0,85.8,196.0,54.0,6.9,5.75,delantero
Catalina Mora,Tenis,38.0,93.0,176.0,65.0,6.7,8.06,atacante
César Sepúlveda,Atletismo,21.0,64.2,201.0,63.0,15.5,8.96,DELANTERO
Ana Martínez,Baloncesto,27.0,80.0,166.0,71.0,14.0,5.552869109947644,ATACANTE
Ignacio Peña,Baloncesto,19.0,103.5,185.0,81.0,8.2,4.19,Mediocampista
Ignacio Peña,Tenis,33.0,91.4,165.0,54.0,16.7,1.33,Defensa
Héctor Suárez,Baloncesto,17.0,91.5,164.0,74.0,5.1,5.552869109947644,PORTERO
Catalina Mora,Voleibol,27.0,61.2,160.0,81.0,6.4,7.58,Ciclista
Patricia Ramos,Atletismo,35.0,58.7,195.0,57.0,16.4,9.89,Delantero
Diego Torres,Natación,36.0,91.9,169.0,54.0,19.7,5.19,portero
Catalina Mora,Natación,39.0,71.5,173.0,80.0,21.4,3.74,Mediocampista
Mauricio Vega,Tenis,18.0,77.3,192.0,63.0,23.6,2.07,defensa 
Enrique Valenzuela,Voleibol,44.0,98.4,200.0,53.0,14.0,7.98,NADADOR
Marcela Varela,Boxeo,150.0,78.2,176.0,46.0,14.7,9.52,Defensa
Pilar Contreras,Ciclismo,44.0,95.9,160.0,59.0,8.7,3.87,delantero 
Manuel Leal,Fútbol,24.0,104.7,194.0,89.0,22.6,4.51,Delantero
Francisca Lagos,Baloncesto,40.0,101.2,187.0,69.50026329647183,10.2,5.552869109947644,NADADOR
Carolina Ríos,Atletismo,38.0,84.7,188.0,79.0,12.8,1.36,corredor
Rodrigo Sandoval,Atletismo,22.0,66.6,175.0,53.0,5.4,8.1,corredor
Matías Silva,Boxeo,16.0,88.7,165.0,50.0,5.9,3.5,Atacante
Marcela Varela,Voleibol,39.0,63.9,191.0,57.0,8.9,6.57,portero
Carlos Pérez,Fútbol,27.0,62.0,159.0,350.0,18.2,2.43,portero
César Sepúlveda,Ciclismo,41.0,84.7,166.0,75.0,19.1,2.27,nadador
Rodrigo Sandoval,Rugby,40.0,66.6,184.0,58.0,20.5,7.22,DELANTERO
Roxana Salinas,Voleibol,28.0,67.0,189.0,71.0,14.4,9.0,
Marisol Figueroa,Ciclismo,42.0,91.8,161.0,74.0,5.3,8.73,atacante
Patricio Bravo,Ciclismo,23.0,75.1,158.0,54.0,22.2,1.56,CICLISTA
Sofía Hernández,Baloncesto,43.0,102.8,168.0,50.0,3.6,3.52,Atacante
Carlos Pérez,Ciclismo,44.0,83.1,177.0,58.0,24.5,8.23,Defensa
Claudia Herrera,Natación,38.0,101.4,171.0,62.0,5.9,3.55,ciclista
Paola Romero,Voleibol,28.0,64.6,169.0,80.0,7.6,4.98,ciclista
Camila Díaz,Boxeo,32.0,93.9,175.0,76.0,4.1,8.42,Corredor
Natalia Cruz,Baloncesto,32.0,84.9,159.0,81.0,19.8,2.58,NADADOR
Carolina Ríos,Fútbol,23.0,69.5,199.0,76.0,6.2,5.95,CICLISTA
Eduardo Soto,Atletismo,37.0,76.6,159.0,51.0,7.9,6.17,
Héctor Suárez,Fútbol,23.0,55.3,183.0,69.50026329647183,13.2,4.18,
Rodrigo Sandoval,Baloncesto,41.0,70.7,163.0,63.0,4.6,2.3,DELANTERO
Matías Silva,Tenis,36.0,86.5,189.0,70.0,18.9,3.27,portero
Carolina Ríos,Baloncesto,23.0,102.5,183.0,72.0,21.0,2.28,atacante
Ricardo Álvarez,Natación,18.0,102.2,174.0,68.0,15.7,6.66,atacante
Sebastián Rojas,Natación,25.0,70.8,169.0,73.0,15.7,6.68,
Ana Martínez,Ciclismo,43.0,74.0,159.0,79.0,21.8,5.15,mediocampista
Isabella Castro,Tenis,21.0,70.8,188.0,67.0,0.1,1.75,ATACANTE
Luis Parra,Fútbol,23.0,85.7,198.0,47.0,9.5,7.08,
Ignacio Peña,Tenis,23.0,89.0,182.0,77.0,13.7,2.16,Portero
Ana Martínez,Natación,32.0,89.4,196.0,81.0,5.9,5.43,defensa
Catalina Mora,Boxeo,38.0,93.5,193.0,69.50026329647183,18.9,5.46,defensa
Marcela Varela,Fútbol,31.12930135557873,73.3,170.0,53.0,6.6,4.43,CORREDOR
Sofía Hernández,Fútbol,28.0,98.7,173.0,69.50026329647183,22.1,5.42,portero
Matías Silva,Baloncesto,19.0,56.5,186.0,86.0,21.2,7.3,ciclista
Verónica Aguilar,Tenis,30.0,82.3,179.0,74.0,18.9,5.04,defensa 
César Sepúlveda,Baloncesto,34.0,57.2,164.0,65.0,20.8,2.57,
Tomás Gutiérrez,Ciclismo,18.0,96.2,161.0,64.0,20.2,8.88,DEFENSA
Daniela Vargas,Tenis,37.0,84.7,173.0,72.0,5.5,9.54,delantero 
Andrés Flores,Ciclismo,41.0,100.5,172.0,63.0,22.6,1.63,Portero
Isabella Castro,Fútbol,24.0,69.8,182.0,73.0,3.7,8.54,Defensa
Roxana Salinas,Atletismo,20.0,99.3,30.0,59.0,13.1,3.02,atacante
Luis Parra,Natación,41.0,60.0,194.0,63.0,21.3,3.98,defensa 
Claudia Herrera,Ciclismo,23.0,57.7,198.0,88.0,5.4,2.64,portero
Sofía Hernández,Baloncesto,45.0,56.0,160.0,69.0,21.8,9.49,Atacante
Rodrigo Sandoval,Natación,38.0,80.1,25.0,85.0,9.9,1.08,Ciclista
Matías Silva,Atletismo,44.0,82.1,179.0,84.0,4.5,8.34,Defensa
Carlos Pérez,Natación,42.0,75.8,181.0,86.0,7.6,9.51,Mediocampista
Cristian Medina,Ciclismo,33.0,67.9,169.0,70.0,3.5,8.45,Corredor
Eduardo Soto,Fútbol,29.0,103.7,179.5617088607595,90.0,3.5,7.65,ATACANTE
Roberto Castillo,Natación,19.0,79.4,165.0,86.0,16.5,5.552869109947644,atacante
Daniela Vargas,Voleibol,35.0,66.5,179.5617088607595,67.0,19.3,5.84,Mediocampista
Carlos Pérez,Ciclismo,16.0,87.1,195.0,71.0,19.5,1.84,atacante
Matías Silva,Fútbol,24.0,69.0,192.0,61.0,8.8,3.82,CORREDOR
Mauricio Vega,Baloncesto,20.0,67.4,202.0,69.50026329647183,7.5,6.82,ATACANTE
Patricio Bravo,Tenis,24.0,102.9,188.0,47.0,15.3,5.16,Defensa
Camila Díaz,Baloncesto,28.0,77.6,181.0,88.0,23.3,5.79,
Gabriela Morales,Tenis,16.0,100.5,165.0,77.0,14.9,9.89,NADADOR
Isabella Castro,Natación,31.0,69.3,178.0,64.0,7.7,8.06,delantero
Claudia Herrera,Natación,28.0,88.4,193.0,10.0,9.1,5.42,
Alejandro Núñez,Natación,38.0,63.6,161.0,88.0,4.9,6.67,CICLISTA
Nicolás Reyes,Fútbol,39.0,71.3,166.0,76.0,6.5,6.87,portero
Sebastián Rojas,Natación,45.0,94.7,168.0,57.0,16.9,4.89,ATACANTE
Javiera Espinoza,Voleibol,22.0,101.0,182.0,87.0,11.0,4.64,Mediocampista
Camila Díaz,Fútbol,17.0,97.2,162.0,59.0,20.3,4.14,
Diego Torres,Atletismo,29.0,60.6,166.0,63.0,10.2,3.81,
Verónica Aguilar,Baloncesto,27.0,83.0,192.0,60.0,18.3,6.81,nadador
Ana Martínez,Tenis,30.0,77.9,179.0,48.0,13.2,3.66,defensa
Verónica Aguilar,Natación,200.0,59.2,182.0,65.0,16.7,1.03,
Patricia Ramos,Fútbol,43.0,93.8,175.0,69.50026329647183,15.5,4.52,nadador
Verónica Aguilar,Fútbol,31.0,80.5,30.0,68.0,19.9,7.23,Delantero
Daniela Vargas,Boxeo,21.0,98.8,196.0,51.0,22.7,3.23,MEDIOCAMPISTA
Pilar Contreras,Natación,30.0,88.8,178.0,74.0,20.6,5.58,Portero
Fernanda Jiménez,Tenis,31.12930135557873,89.3,170.0,45.0,12.8,5.89,corredor
Cristian Medina,Natación,19.0,77.6,189.0,67.0,14.4,5.36,Portero
Matías Silva,Ciclismo,38.0,76.2,187.0,84.0,14.3,6.83,CORREDOR
Alicia Campos,Fútbol,33.0,95.4,187.0,58.0,5.1,1.83,
Tomás Gutiérrez,Tenis,40.0,72.9,186.0,83.0,4.8,1.46,ATACANTE
Isabella Castro,Tenis,31.12930135557873,101.5,175.0,69.0,7.9,8.16,defensa 
Carolina Ríos,Tenis,35.0,86.3,300.0,69.0,20.8,5.84,
Catalina Mora,Voleibol,4.0,81.7,178.0,49.0,12.0,3.41,DEFENSA
Ignacio Peña,Voleibol,40.0,103.1,190.0,69.50026329647183,17.9,8.81,Delantero
Claudia Herrera,Voleibol,27.0,76.2,158.0,82.0,16.5,1.36,
Isabella Castro,Fútbol,37.0,77.8,178.0,81.0,23.8,1.91,defensa 
Marisol Figueroa,Boxeo,17.0,98.3,202.0,55.0,23.8,7.29,Delantero
Paola Romero,Atletismo,37.0,79.2,183.0,10.0,22.2,9.22,Defensa
Cristian Medina,Baloncesto,32.0,85.8,165.0,54.0,6.8,7.94,Portero
Marcela Varela,Tenis,33.0,77.1,162.0,88.0,0.1,2.6,
Paola Romero,Tenis,36.0,72.1,195.0,76.0,7.9,9.1,delantero
Lorena Mendoza,Baloncesto,30.0,95.4,300.0,80.0,18.1,5.71,ciclista
Javiera Espinoza,Voleibol,29.0,96.8,163.0,80.0,10.3,2.35,Delantero
Carolina Ríos,Atletismo,22.0,93.7,184.0,51.0,10.6,8.55,
Manuel Leal,Ciclismo,34.0,59.0,201.0,69.0,11.0,7.38,DEFENSA
Diego Torres,Tenis,27.0,101.0,183.0,72.0,13.6,5.5,Atacante
Carolina Ríos,Natación,39.0,105.0,175.0,69.50026329647183,8.7,4.19,delantero
Juan López,Fútbol,22.0,61.7,165.0,65.0,20.6,1.84,ATACANTE
Gonzalo Fuentes,Ciclismo,40.0,73.0,30.0,78.0,3.1,7.94,CICLISTA
Francisca Lagos,Fútbol,22.0,66.9,187.0,55.0,18.8,6.21,portero
María González,Boxeo,31.12930135557873,85.4,169.0,82.0,10.7,3.65,ATACANTE
Alejandro Núñez,Voleibol,24.0,97.9,202.0,67.0,9.5,4.11,Nadador
Francisca Lagos,Ciclismo,33.0,96.1,194.0,59.0,3.1,5.552869109947644,Corredor
María González,Rugby,31.0,79.4,160.0,78.0,17.1,7.67,Ciclista
César Sepúlveda,Rugby,30.0,104.7,196.0,79.0,4.3,9.04,ciclista
Marcela Varela,Tenis,29.0,61.7,170.0,78.0,20.1,7.05,MEDIOCAMPISTA
Tomás Gutiérrez,Ciclismo,28.0,55.1,191.0,85.0,8.9,5.36,Delantero
Felipe Muñoz,Voleibol,21.0,93.0,197.0,82.0,4.2,3.42,Nadador
Manuel Leal,Tenis,37.0,82.3,186.0,63.0,19.0,8.78,portero
Manuel Leal,Tenis,35.0,57.1,196.0,89.0,22.0,2.31,mediocampista
Javiera Espinoza,Natación,38.0,80.9,174.0,77.0,19.0,4.21,corredor
Mauricio Vega,Ciclismo,34.0,98.1,184.0,78.0,17.5,3.03,Portero
Marisol Figueroa,Ciclismo,16.0,83.9,199.0,64.0,8.4,9.94,
Matías Silva,Tenis,18.0,56.6,185.0,81.0,23.5,6.47,Atacante
Tomás Gutiérrez,Baloncesto,26.0,73.0,167.0,63.0,13.3,2.05,mediocampista
Claudia Herrera,Fútbol,29.0,59.5,179.0,84.0,9.8,1.58,DEFENSA
Gonzalo Fuentes,Atletismo,31.12930135557873,62.6,187.0,72.0,7.9,7.39,defensa
Marcela Varela,Rugby,20.0,98.0,173.0,50.0,15.0,3.88,
Daniela Vargas,Ciclismo,22.0,63.0,179.5617088607595,90.0,23.4,3.71,nadador
Paola Romero,Fútbol,39.0,87.0,202.0,49.0,12.1,9.38,NADADOR
Catalina Mora,Baloncesto,45.0,83.8,188.0,76.0,4.7,8.17,defensa
Ignacio Peña,Baloncesto,25.0,60.9,166.0,57.0,11.3,5.552869109947644,Defensa
Sebastián Rojas,Natación,40.0,75.5,194.0,54.0,14.7,7.87,
Nicolás Reyes,Natación,37.0,66.1,179.0,74.0,22.1,9.0,NADADOR
Sebastián Rojas,Natación,44.0,81.6,191.0,72.0,4.8,6.87,ciclista
Marisol Figueroa,Voleibol,33.0,74.1,194.0,66.0,15.2,9.62,
Pilar Contreras,Atletismo,31.12930135557873,60.7,189.0,45.0,15.6,5.552869109947644,delantero 
Lorena Mendoza,Boxeo,19.0,87.2,178.0,80.0,23.8,4.86,
César Sepúlveda,Tenis,42.0,95.5,194.0,89.0,18.1,3.01,
Gabriela Morales,Boxeo,36.0,64.2,176.0,76.0,15.3,2.55,delantero 
Rodrigo Sandoval,Natación,45.0,73.9,163.0,49.0,24.1,6.35,DELANTERO
Pilar Contreras,Natación,18.0,93.0,179.5617088607595,55.0,11.8,1.42,Ciclista
Diego Torres,Atletismo,19.0,98.7,163.0,56.0,25.0,1.15,Atacante
Pedro Rodríguez,Fútbol,26.0,62.8,179.0,52.0,23.2,1.82,MEDIOCAMPISTA
Alejandro Núñez,Rugby,22.0,60.1,182.0,69.50026329647183,19.2,3.63,DELANTERO
César Sepúlveda,Natación,34.0,79.8,179.0,59.0,22.0,9.86,ciclista
Ignacio Peña,Boxeo,22.0,72.6,164.0,65.0,13.7,9.66,CORREDOR
Claudia Herrera,Ciclismo,26.0,104.1,175.0,88.0,24.1,7.66,DELANTERO
Francisca Lagos,Fútbol,43.0,67.7,201.0,67.0,3.6,4.77,delantero
Ignacio Peña,Boxeo,17.0,77.6,174.0,67.0,12.6,7.38,Ciclista
Pilar Contreras,Baloncesto,31.12930135557873,80.0,174.0,350.0,17.0,7.71,DEFENSA
Sofía Hernández,Tenis,27.0,96.1,163.0,86.0,6.2,9.65,MEDIOCAMPISTA
Gonzalo Fuentes,Baloncesto,45.0,99.2,191.0,73.0,5.7,5.91,MEDIOCAMPISTA
Marcela Varela,Voleibol,37.0,69.9,163.0,67.0,8.7,5.552869109947644,defensa 
Ignacio Peña,Boxeo,17.0,77.6,174.0,67.0,12.6,7.38,Ciclista
María González,Voleibol,44.0,73.5,167.0,87.0,9.4,9.85,nadador
Mauricio Vega,Rugby,45.0,102.6,192.0,75.0,5.7,10.0,PORTERO
Carlos Pérez,Voleibol,34.0,103.0,196.0,81.0,15.7,7.64,Delantero
César Sepúlveda,Natación,44.0,81.8,201.0,75.0,24.1,5.552869109947644,defensa
Manuel Leal,Fútbol,36.0,98.6,202.0,81.0,10.4,9.59,Portero
Catalina Mora,Fútbol,31.0,84.9,201.0,76.0,11.5,6.5,PORTERO
Tomás Gutiérrez,Natación,32.0,61.6,191.0,50.0,10.4,5.91,NADADOR
Patricia Ramos,Tenis,200.0,85.0,200.0,90.0,6.1,8.93,Defensa
Isabella Castro,Boxeo,34.0,94.3,183.0,75.0,17.5,5.73,Defensa
Isabella Castro,Boxeo,45.0,62.6,184.0,72.0,16.5,6.23,
César Sepúlveda,Baloncesto,26.0,63.9,201.0,79.0,6.1,9.7,CICLISTA
Luis Parra,Tenis,31.0,73.8,201.0,47.0,23.9,7.59,Corredor
Gonzalo Fuentes,Boxeo,38.0,97.7,191.0,61.0,24.6,8.29,PORTERO
Natalia Cruz,Tenis,35.0,72.3,162.0,45.0,11.9,9.85,Nadador
Juan López,Fútbol,22.0,61.7,165.0,65.0,20.6,1.84,ATACANTE
Roxana Salinas,Voleibol,33.0,68.9,174.0,75.0,22.9,6.13,ciclista
Gonzalo Fuentes,Baloncesto,44.0,91.1,173.0,54.0,9.8,6.81,corredor
Marcela Varela,Natación,34.0,102.3,180.0,77.0,16.6,6.11,delantero
Mónica Ortega,Atletismo,26.0,84.2,166.0,64.0,11.2,9.04,Nadador
Carolina Ríos,Tenis,19.0,74.4,201.0,47.0,22.6,3.82,delantero
Eduardo Soto,Fútbol,43.0,56.9,188.0,63.0,24.5,8.39,delantero
Rodrigo Sandoval,Natación,40.0,69.2,158.0,45.0,20.7,6.27,Portero
Carlos Pérez,Tenis,21.0,92.8,193.0,64.0,15.3,5.552869109947644,Delantero
Nicolás Reyes,Boxeo,19.0,86.7,172.0,83.0,23.0,8.07,
Daniela Vargas,Tenis,24.0,58.8,175.0,74.0,3.1,5.13,ciclista
Carlos Pérez,Ciclismo,33.0,102.4,194.0,69.0,19.7,6.28,Delantero
Daniela Vargas,Baloncesto,32.0,104.0,195.0,61.0,14.1,3.05,ATACANTE
Ricardo Álvarez,Rugby,26.0,104.0,180.0,66.0,0.1,7.68,
Gabriela Morales,Tenis,31.12930135557873,60.5,188.0,65.0,4.4,5.29,Portero
Ricardo Álvarez,Tenis,29.0,58.0,179.5617088607595,71.0,14.0,6.86,
Marcela Varela,Tenis,26.0,89.0,190.0,74.0,21.4,6.04,corredor
Ignacio Peña,Boxeo,39.0,103.2,169.0,52.0,15.2,3.98,CICLISTA
Roxana Salinas,Boxeo,22.0,83.9,198.0,62.0,11.5,3.97,NADADOR
Mónica Ortega,Voleibol,36.0,55.1,159.0,77.0,3.1,2.95,DEFENSA
Sebastián Rojas,Atletismo,30.0,98.3,189.0,66.0,17.8,7.85,CORREDOR
Pedro Rodríguez,Fútbol,18.0,89.3,196.0,69.50026329647183,24.0,3.23,Atacante
Eduardo Soto,Boxeo,33.0,77.4,173.0,46.0,8.0,2.37,
Javiera Espinoza,Ciclismo,4.0,62.8,164.0,61.0,14.8,8.46,CORREDOR
Pedro Rodríguez,Natación,16.0,93.5,186.0,79.0,17.7,4.18,mediocampista
César Sepúlveda,Ciclismo,19.0,75.6,191.0,73.0,7.4,3.17,Mediocampista
Enrique Valenzuela,Tenis,31.0,98.4,179.5617088607595,47.0,24.6,1.83,Mediocampista
Catalina Mora,Fútbol,22.0,101.9,187.0,80.0,23.7,8.95,defensa
Andrés Flores,Fútbol,28.0,100.4,160.0,48.0,14.7,4.99,
Juan López,Natación,37.0,97.3,173.0,70.0,8.9,8.48,corredor
César Sepúlveda,Rugby,19.0,85.0,179.5617088607595,56.0,8.3,5.27,
Verónica Aguilar,Baloncesto,16.0,78.4,193.0,88.0,17.3,3.4,atacante
Patricio Bravo,Fútbol,32.0,76.0,200.0,74.0,3.2,6.19,
Cristian Medina,Tenis,21.0,79.9,193.0,54.0,9.1,4.07,
Felipe Muñoz,Fútbol,18.0,63.3,179.0,75.0,15.3,6.98,NADADOR
Marisol Figueroa,Boxeo,21.0,100.3,165.0,68.0,14.2,9.48,MEDIOCAMPISTA
Juan López,Ciclismo,31.0,97.1,168.0,67.0,15.1,6.77,defensa
Carolina Ríos,Voleibol,34.0,103.0,170.0,62.0,18.2,6.07,
Daniela Vargas,Voleibol,17.0,62.9,191.0,63.0,12.4,6.28,Mediocampista
Juan López,Natación,31.12930135557873,76.8,167.0,75.0,21.4,2.33,portero
Sebastián Rojas,Natación,34.0,57.5,171.0,52.0,13.9,5.99,delantero
Héctor Suárez,Natación,44.0,82.4,176.0,83.0,9.7,5.1,delantero 
